subject,block,trial,mu1,mu2,choice,reward,RT
12,165,2,-0.084,-2.133,1,-0.697,0.000
12,165,3,-0.084,-2.133,1,0.823,0.000
12,165,4,-0.084,-2.133,1,-5.930,0.000
12,165,5,-0.084,-2.133,2,-2.380,0.000
12,165,6,-0.084,-2.133,2,-3.440,0.000
12,165,7,-0.084,-2.133,2,-1.027,0.000
12,165,8,-0.084,-2.133,2,-7.621,0.000
12,165,9,-0.084,-2.133,2,-2.389,0.000
12,165,10,-0.084,-2.133,2,-9.725,0.000
12,166,1,-15.550,8.319,2,6.318,0.000
12,166,2,-15.550,8.319,2,3.789,0.000
12,166,3,-15.550,8.319,2,12.834,0.000
12,166,4,-15.550,8.319,2,10.900,0.000
12,166,5,-15.550,8.319,2,10.203,0.000
12,166,6,-15.550,8.319,2,11.536,0.000
12,166,7,-15.550,8.319,2,7.109,0.000
12,166,8,-15.550,8.319,2,6.005,0.000
12,166,9,-15.550,8.319,2,7.819,0.000
12,166,10,-15.550,8.319,2,2.643,0.000
12,167,1,11.869,8.808,2,9.259,0.000
12,167,2,11.869,8.808,2,12.475,0.000
12,167,3,11.869,8.808,2,16.054,0.000
12,167,4,11.869,8.808,2,-0.009,0.000
12,167,5,11.869,8.808,2,2.150,0.000
12,167,6,11.869,8.808,2,4.123,0.000
12,167,7,11.869,8.808,2,9.807,0.000
12,167,8,11.869,8.808,2,12.391,0.000
12,167,9,11.869,8.808,2,9.076,0.000
12,167,10,11.869,8.808,2,12.269,0.000
12,168,1,5.101,11.041,2,14.651,0.000
12,168,2,5.101,11.041,2,8.191,0.000
12,168,3,5.101,11.041,2,17.696,0.000
12,168,4,5.101,11.041,2,13.927,0.000
12,168,5,5.101,11.041,2,10.393,0.000
12,168,6,5.101,11.041,2,10.104,0.000
12,168,7,5.101,11.041,2,13.413,0.000
12,168,8,5.101,11.041,2,8.266,0.000
12,168,9,5.101,11.041,2,6.239,0.000
12,168,10,5.101,11.041,2,13.994,0.000
12,169,1,-4.092,9.003,2,8.952,0.000
12,169,2,-4.092,9.003,2,4.878,0.000
12,169,3,-4.092,9.003,2,13.404,0.000
12,169,4,-4.092,9.003,2,4.907,0.000
12,169,5,-4.092,9.003,2,10.650,0.000
12,169,6,-4.092,9.003,2,13.690,0.000
12,169,7,-4.092,9.003,2,13.141,0.000
12,169,8,-4.092,9.003,2,9.891,0.000
12,169,9,-4.092,9.003,2,13.238,0.000
12,169,10,-4.092,9.003,2,10.548,0.000
12,170,1,-5.641,-6.101,2,-5.649,0.000
12,170,2,-5.641,-6.101,1,-3.347,0.000
12,170,3,-5.641,-6.101,1,-1.875,0.000
12,170,4,-5.641,-6.101,2,-7.145,0.000
12,170,5,-5.641,-6.101,1,-2.083,0.000
12,170,6,-5.641,-6.101,1,-2.852,0.000
12,170,7,-5.641,-6.101,1,-8.322,0.000
12,170,8,-5.641,-6.101,1,-1.396,0.000
12,170,9,-5.641,-6.101,1,-2.018,0.000
12,170,10,-5.641,-6.101,1,-5.639,0.000
12,171,1,6.884,-14.157,2,-13.642,0.000
12,171,2,6.884,-14.157,1,7.180,0.000
12,171,3,6.884,-14.157,1,7.813,0.000
12,171,4,6.884,-14.157,1,7.210,0.000
12,171,5,6.884,-14.157,1,7.577,0.000
12,171,6,6.884,-14.157,1,9.623,0.000
12,171,7,6.884,-14.157,1,6.647,0.000
12,171,8,6.884,-14.157,1,5.149,0.000
12,171,9,6.884,-14.157,1,9.563,0.000
12,171,10,6.884,-14.157,1,5.510,0.000
12,172,1,0.898,-9.011,2,-8.610,0.000
12,172,2,0.898,-9.011,1,2.570,0.000
12,172,3,0.898,-9.011,1,0.434,0.000
12,172,4,0.898,-9.011,1,2.798,0.000
12,172,5,0.898,-9.011,1,1.986,0.000
12,172,6,0.898,-9.011,1,-1.934,0.000
12,172,7,0.898,-9.011,1,1.616,0.000
12,172,8,0.898,-9.011,1,-2.707,0.000
12,172,9,0.898,-9.011,1,-2.763,0.000
12,172,10,0.898,-9.011,1,10.205,0.000
12,173,1,-8.645,-0.220,2,-1.719,0.000
12,173,2,-8.645,-0.220,1,-8.688,0.000
12,173,3,-8.645,-0.220,2,-1.851,0.000
12,173,4,-8.645,-0.220,2,1.198,0.000
12,173,5,-8.645,-0.220,2,3.852,0.000
12,173,6,-8.645,-0.220,2,0.996,0.000
12,173,7,-8.645,-0.220,2,1.835,0.000
12,173,8,-8.645,-0.220,2,-3.140,0.000
12,173,9,-8.645,-0.220,2,1.516,0.000
12,173,10,-8.645,-0.220,2,5.377,0.000
12,174,1,-0.675,14.608,2,10.772,0.000
12,174,2,-0.675,14.608,2,15.218,0.000
12,174,3,-0.675,14.608,2,21.670,0.000
12,174,4,-0.675,14.608,2,18.699,0.000
12,174,5,-0.675,14.608,2,13.802,0.000
12,174,6,-0.675,14.608,2,11.801,0.000
12,174,7,-0.675,14.608,2,14.285,0.000
12,174,8,-0.675,14.608,2,12.466,0.000
12,174,9,-0.675,14.608,2,10.905,0.000
12,174,10,-0.675,14.608,2,14.919,0.000
12,175,1,6.560,-6.637,2,-8.915,0.000
12,175,2,6.560,-6.637,1,6.360,0.000
12,175,3,6.560,-6.637,1,2.227,0.000
12,175,4,6.560,-6.637,1,6.827,0.000
12,175,5,6.560,-6.637,1,4.413,0.000
12,175,6,6.560,-6.637,1,2.951,0.000
12,175,7,6.560,-6.637,1,7.677,0.000
12,175,8,6.560,-6.637,1,7.951,0.000
12,175,9,6.560,-6.637,1,7.852,0.000
12,175,10,6.560,-6.637,1,9.369,0.000
12,176,1,-28.304,-3.476,2,-4.527,0.000
12,176,2,-28.304,-3.476,1,-26.556,0.000
12,176,3,-28.304,-3.476,2,-3.381,0.000
12,176,4,-28.304,-3.476,2,-8.079,0.000
12,176,5,-28.304,-3.476,2,-1.351,0.000
12,176,6,-28.304,-3.476,2,-5.908,0.000
12,176,7,-28.304,-3.476,2,-6.350,0.000
12,176,8,-28.304,-3.476,2,-4.250,0.000
12,176,9,-28.304,-3.476,2,-6.877,0.000
12,176,10,-28.304,-3.476,2,-3.554,0.000
12,177,1,25.508,-1.042,2,-4.227,0.000
12,177,2,25.508,-1.042,1,27.189,0.000
12,177,3,25.508,-1.042,1,27.775,0.000
12,177,4,25.508,-1.042,1,24.357,0.000
12,177,5,25.508,-1.042,1,26.562,0.000
12,177,6,25.508,-1.042,1,19.862,0.000
12,177,7,25.508,-1.042,1,26.076,0.000
12,177,8,25.508,-1.042,1,22.895,0.000
12,177,9,25.508,-1.042,1,23.145,0.000
12,177,10,25.508,-1.042,1,30.635,0.000
12,178,1,-8.660,15.807,2,13.785,0.000
12,178,2,-8.660,15.807,2,14.521,0.000
12,178,3,-8.660,15.807,2,14.398,0.000
12,178,4,-8.660,15.807,2,21.156,0.000
12,178,5,-8.660,15.807,2,14.111,0.000
12,178,6,-8.660,15.807,2,17.017,0.000
12,178,7,-8.660,15.807,2,16.306,0.000
12,178,8,-8.660,15.807,2,10.968,0.000
12,178,9,-8.660,15.807,2,13.429,0.000
12,178,10,-8.660,15.807,2,14.210,0.000
12,179,1,6.255,6.237,2,7.019,0.000
12,179,2,6.255,6.237,2,10.266,0.000
12,179,3,6.255,6.237,2,9.870,0.000
12,179,4,6.255,6.237,2,6.041,0.000
12,179,5,6.255,6.237,2,2.390,0.000
12,179,6,6.255,6.237,2,7.268,0.000
12,179,7,6.255,6.237,2,7.637,0.000
12,179,8,6.255,6.237,2,9.289,0.000
12,179,9,6.255,6.237,2,7.429,0.000
12,179,10,6.255,6.237,2,10.575,0.000
12,180,1,0.648,6.740,2,6.365,0.000
12,180,2,0.648,6.740,2,6.630,0.000
12,180,3,0.648,6.740,2,8.843,0.000
12,180,4,0.648,6.740,2,5.316,0.000
12,180,5,0.648,6.740,2,8.667,0.000
12,180,6,0.648,6.740,2,15.068,0.000
12,180,7,0.648,6.740,2,9.244,0.000
12,180,8,0.648,6.740,2,12.471,0.000
12,180,9,0.648,6.740,2,11.531,0.000
12,180,10,0.648,6.740,2,7.529,0.000
12,181,1,-10.161,4.299,2,1.340,0.000
12,181,2,-10.161,4.299,1,-7.703,0.000
12,181,3,-10.161,4.299,2,4.983,0.000
12,181,4,-10.161,4.299,2,3.063,0.000
12,181,5,-10.161,4.299,2,2.462,0.000
12,181,6,-10.161,4.299,2,9.227,0.000
12,181,7,-10.161,4.299,2,5.497,0.000
12,181,8,-10.161,4.299,2,5.391,0.000
12,181,9,-10.161,4.299,2,-4.966,0.000
12,181,10,-10.161,4.299,2,5.823,0.000
12,182,1,-14.765,3.742,2,1.189,0.000
12,182,2,-14.765,3.742,1,-16.961,0.000
12,182,3,-14.765,3.742,2,5.933,0.000
12,182,4,-14.765,3.742,2,1.374,0.000
12,182,5,-14.765,3.742,2,6.276,0.000
12,182,6,-14.765,3.742,2,5.550,0.000
12,182,7,-14.765,3.742,2,0.358,0.000
12,182,8,-14.765,3.742,2,8.589,0.000
12,182,9,-14.765,3.742,2,5.378,0.000
12,182,10,-14.765,3.742,2,2.664,0.000
12,183,1,5.387,-3.532,2,-2.100,0.000
12,183,2,5.387,-3.532,1,7.364,0.000
12,183,3,5.387,-3.532,1,1.449,0.000
12,183,4,5.387,-3.532,1,5.539,0.000
12,183,5,5.387,-3.532,1,1.571,0.000
12,183,6,5.387,-3.532,1,7.087,0.000
12,183,7,5.387,-3.532,1,4.763,0.000
12,183,8,5.387,-3.532,1,3.519,0.000
12,183,9,5.387,-3.532,1,6.141,0.000
12,183,10,5.387,-3.532,1,1.479,0.000
12,184,1,8.304,7.494,2,1.969,0.000
12,184,2,8.304,7.494,1,8.196,0.000
12,184,3,8.304,7.494,1,9.703,0.000
12,184,4,8.304,7.494,1,11.114,0.000
12,184,5,8.304,7.494,1,4.878,0.000
12,184,6,8.304,7.494,1,10.173,0.000
12,184,7,8.304,7.494,1,8.767,0.000
12,184,8,8.304,7.494,1,10.025,0.000
12,184,9,8.304,7.494,1,9.151,0.000
12,184,10,8.304,7.494,1,11.513,0.000
12,185,1,7.658,0.016,2,-4.483,0.000
12,185,2,7.658,0.016,1,3.950,0.000
12,185,3,7.658,0.016,1,11.471,0.000
12,185,4,7.658,0.016,1,5.605,0.000
12,185,5,7.658,0.016,1,8.399,0.000
12,185,6,7.658,0.016,1,2.701,0.000
12,185,7,7.658,0.016,1,13.731,0.000
12,185,8,7.658,0.016,1,8.791,0.000
12,185,9,7.658,0.016,1,12.420,0.000
12,185,10,7.658,0.016,1,6.925,0.000
12,186,1,-3.075,2.567,2,5.731,0.000
12,186,2,-3.075,2.567,2,1.434,0.000
12,186,3,-3.075,2.567,2,0.783,0.000
12,186,4,-3.075,2.567,2,1.473,0.000
12,186,5,-3.075,2.567,2,5.543,0.000
12,186,6,-3.075,2.567,2,1.585,0.000
12,186,7,-3.075,2.567,2,2.581,0.000
12,186,8,-3.075,2.567,2,2.909,0.000
12,186,9,-3.075,2.567,2,0.862,0.000
12,186,10,-3.075,2.567,2,0.175,0.000
12,187,1,-0.063,-1.763,2,0.301,0.000
12,187,2,-0.063,-1.763,1,1.048,0.000
12,187,3,-0.063,-1.763,1,4.062,0.000
12,187,4,-0.063,-1.763,1,3.075,0.000
12,187,5,-0.063,-1.763,1,3.545,0.000
12,187,6,-0.063,-1.763,1,-6.085,0.000
12,187,7,-0.063,-1.763,1,2.453,0.000
12,187,8,-0.063,-1.763,1,2.662,0.000
12,187,9,-0.063,-1.763,1,4.907,0.000
12,187,10,-0.063,-1.763,1,1.743,0.000
12,188,1,-0.870,16.008,2,12.909,0.000
12,188,2,-0.870,16.008,2,11.751,0.000
12,188,3,-0.870,16.008,2,14.361,0.000
12,188,4,-0.870,16.008,2,23.095,0.000
12,188,5,-0.870,16.008,2,22.056,0.000
12,188,6,-0.870,16.008,2,13.073,0.000
12,188,7,-0.870,16.008,2,14.139,0.000
12,188,8,-0.870,16.008,2,22.230,0.000
12,188,9,-0.870,16.008,2,11.498,0.000
12,188,10,-0.870,16.008,2,16.363,0.000
12,189,1,-4.439,-1.604,2,2.021,0.000
12,189,2,-4.439,-1.604,1,1.501,0.000
12,189,3,-4.439,-1.604,1,-4.093,0.000
12,189,4,-4.439,-1.604,2,-3.870,0.000
12,189,5,-4.439,-1.604,2,-3.083,0.000
12,189,6,-4.439,-1.604,2,-0.664,0.000
12,189,7,-4.439,-1.604,2,2.072,0.000
12,189,8,-4.439,-1.604,2,-3.786,0.000
12,189,9,-4.439,-1.604,2,0.251,0.000
12,189,10,-4.439,-1.604,2,5.917,0.000
12,190,1,12.402,-3.607,2,-8.006,0.000
12,190,2,12.402,-3.607,1,12.383,0.000
12,190,3,12.402,-3.607,1,10.729,0.000
12,190,4,12.402,-3.607,1,14.377,0.000
12,190,5,12.402,-3.607,1,8.433,0.000
12,190,6,12.402,-3.607,1,14.854,0.000
12,190,7,12.402,-3.607,1,10.713,0.000
12,190,8,12.402,-3.607,1,16.455,0.000
12,190,9,12.402,-3.607,1,12.954,0.000
12,190,10,12.402,-3.607,1,17.079,0.000
12,191,1,6.694,21.967,2,18.848,0.000
12,191,2,6.694,21.967,2,26.688,0.000
12,191,3,6.694,21.967,2,20.404,0.000
12,191,4,6.694,21.967,2,20.013,0.000
12,191,5,6.694,21.967,2,20.703,0.000
12,191,6,6.694,21.967,2,20.865,0.000
12,191,7,6.694,21.967,2,16.769,0.000
12,191,8,6.694,21.967,2,20.703,0.000
12,191,9,6.694,21.967,2,19.372,0.000
12,191,10,6.694,21.967,2,21.530,0.000
12,192,1,2.613,-1.336,2,1.976,0.000
12,192,2,2.613,-1.336,1,-1.649,0.000
12,192,3,2.613,-1.336,2,-0.363,0.000
12,192,4,2.613,-1.336,2,-2.219,0.000
12,192,5,2.613,-1.336,2,-0.579,0.000
12,192,6,2.613,-1.336,2,-2.585,0.000
12,192,7,2.613,-1.336,2,-9.091,0.000
12,192,8,2.613,-1.336,2,-4.495,0.000
12,192,9,2.613,-1.336,2,-9.725,0.000
12,192,10,2.613,-1.336,2,1.101,0.000
12,193,1,0.590,-4.289,2,0.073,0.000
12,193,2,0.590,-4.289,1,5.835,0.000
12,193,3,0.590,-4.289,1,-0.969,0.000
12,193,4,0.590,-4.289,1,0.525,0.000
12,193,5,0.590,-4.289,1,-1.828,0.000
12,193,6,0.590,-4.289,1,-4.828,0.000
12,193,7,0.590,-4.289,1,0.134,0.000
12,193,8,0.590,-4.289,1,-1.065,0.000
12,193,9,0.590,-4.289,1,-0.408,0.000
12,193,10,0.590,-4.289,1,0.944,0.000
12,194,1,0.218,-1.121,2,4.811,0.000
12,194,2,0.218,-1.121,1,3.088,0.000
12,194,3,0.218,-1.121,1,1.977,0.000
12,194,4,0.218,-1.121,1,-3.832,0.000
12,194,5,0.218,-1.121,2,-5.032,0.000
12,194,6,0.218,-1.121,1,-0.872,0.000
12,194,7,0.218,-1.121,1,1.184,0.000
12,194,8,0.218,-1.121,1,4.392,0.000
12,194,9,0.218,-1.121,1,2.237,0.000
12,194,10,0.218,-1.121,1,4.550,0.000
12,195,1,5.978,-19.764,2,-22.276,0.000
12,195,2,5.978,-19.764,1,7.586,0.000
12,195,3,5.978,-19.764,1,11.101,0.000
12,195,4,5.978,-19.764,1,7.695,0.000
12,195,5,5.978,-19.764,1,6.113,0.000
12,195,6,5.978,-19.764,1,8.234,0.000
12,195,7,5.978,-19.764,1,7.462,0.000
12,195,8,5.978,-19.764,1,5.206,0.000
12,195,9,5.978,-19.764,1,12.001,0.000
12,195,10,5.978,-19.764,1,8.586,0.000
12,196,1,9.980,4.073,2,7.372,0.000
12,196,2,9.980,4.073,2,0.946,0.000
12,196,3,9.980,4.073,2,-0.972,0.000
12,196,4,9.980,4.073,2,6.188,0.000
12,196,5,9.980,4.073,2,3.728,0.000
12,196,6,9.980,4.073,2,3.717,0.000
12,196,7,9.980,4.073,2,2.238,0.000
12,196,8,9.980,4.073,2,4.113,0.000
12,196,9,9.980,4.073,2,0.681,0.000
12,196,10,9.980,4.073,2,6.012,0.000
12,197,1,6.848,2.907,2,2.408,0.000
12,197,2,6.848,2.907,1,3.574,0.000
12,197,3,6.848,2.907,1,8.148,0.000
12,197,4,6.848,2.907,1,5.879,0.000
12,197,5,6.848,2.907,1,10.790,0.000
12,197,6,6.848,2.907,1,1.879,0.000
12,197,7,6.848,2.907,1,7.453,0.000
12,197,8,6.848,2.907,1,9.343,0.000
12,197,9,6.848,2.907,1,6.142,0.000
12,197,10,6.848,2.907,1,7.039,0.000
12,198,1,19.848,-15.856,2,-16.083,0.000
12,198,2,19.848,-15.856,1,18.600,0.000
12,198,3,19.848,-15.856,1,16.870,0.000
12,198,4,19.848,-15.856,1,21.915,0.000
12,198,5,19.848,-15.856,1,22.862,0.000
12,198,6,19.848,-15.856,1,19.061,0.000
12,198,7,19.848,-15.856,1,17.858,0.000
12,198,8,19.848,-15.856,1,19.590,0.000
12,198,9,19.848,-15.856,1,21.803,0.000
12,198,10,19.848,-15.856,1,23.352,0.000
12,199,1,0.997,9.640,2,12.831,0.000
12,199,2,0.997,9.640,2,15.115,0.000
12,199,3,0.997,9.640,2,7.336,0.000
12,199,4,0.997,9.640,2,7.113,0.000
12,199,5,0.997,9.640,2,10.604,0.000
12,199,6,0.997,9.640,2,11.729,0.000
12,199,7,0.997,9.640,2,6.130,0.000
12,199,8,0.997,9.640,2,10.208,0.000
12,199,9,0.997,9.640,2,13.310,0.000
12,199,10,0.997,9.640,2,8.681,0.000
12,200,1,-1.915,-15.780,2,-17.426,0.000
12,200,2,-1.915,-15.780,1,-8.743,0.000
12,200,3,-1.915,-15.780,1,1.975,0.000
12,200,4,-1.915,-15.780,1,-1.589,0.000
12,200,5,-1.915,-15.780,1,-2.076,0.000
12,200,6,-1.915,-15.780,1,-6.386,0.000
12,200,7,-1.915,-15.780,1,1.127,0.000
12,200,8,-1.915,-15.780,1,-4.806,0.000
12,200,9,-1.915,-15.780,1,-3.968,0.000
12,200,10,-1.915,-15.780,1,1.390,0.000
13,1,1,8.680,2.159,1,9.938,0.000
13,1,2,8.680,2.159,1,15.373,0.000
13,1,3,8.680,2.159,1,6.357,0.000
13,1,4,8.680,2.159,1,8.055,0.000
13,1,5,8.680,2.159,1,11.949,0.000
13,1,6,8.680,2.159,1,8.176,0.000
13,1,7,8.680,2.159,1,9.100,0.000
13,1,8,8.680,2.159,1,6.831,0.000
13,1,9,8.680,2.159,1,12.643,0.000
13,1,10,8.680,2.159,1,5.474,0.000
13,2,1,-9.965,-11.213,1,-7.577,0.000
13,2,2,-9.965,-11.213,2,-11.464,0.000
13,2,3,-9.965,-11.213,1,-10.341,0.000
13,2,4,-9.965,-11.213,1,-10.734,0.000
13,2,5,-9.965,-11.213,1,-12.247,0.000
13,2,6,-9.965,-11.213,1,-9.115,0.000
13,2,7,-9.965,-11.213,1,-6.621,0.000
13,2,8,-9.965,-11.213,1,-13.336,0.000
13,2,9,-9.965,-11.213,1,-9.073,0.000
13,2,10,-9.965,-11.213,1,-9.189,0.000
13,3,1,-6.303,7.524,1,-1.067,0.000
13,3,2,-6.303,7.524,2,6.932,0.000
13,3,3,-6.303,7.524,2,7.016,0.000
13,3,4,-6.303,7.524,2,8.526,0.000
13,3,5,-6.303,7.524,2,3.076,0.000
13,3,6,-6.303,7.524,2,1.136,0.000
13,3,7,-6.303,7.524,2,5.892,0.000
13,3,8,-6.303,7.524,2,10.020,0.000
13,3,9,-6.303,7.524,2,9.713,0.000
13,3,10,-6.303,7.524,2,11.077,0.000
13,4,1,-4.408,5.594,1,-8.479,0.000
13,4,2,-4.408,5.594,2,11.326,0.000
13,4,3,-4.408,5.594,2,1.514,0.000
13,4,4,-4.408,5.594,2,4.077,0.000
13,4,5,-4.408,5.594,2,6.403,0.000
13,4,6,-4.408,5.594,2,2.688,0.000
13,4,7,-4.408,5.594,2,8.669,0.000
13,4,8,-4.408,5.594,2,5.517,0.000
13,4,9,-4.408,5.594,2,11.197,0.000
13,4,10,-4.408,5.594,2,8.183,0.000
13,5,1,1.655,11.785,1,4.908,0.000
13,5,2,1.655,11.785,1,1.438,0.000
13,5,3,1.655,11.785,2,7.289,0.000
13,5,4,1.655,11.785,2,15.279,0.000
13,5,5,1.655,11.785,2,10.420,0.000
13,5,6,1.655,11.785,2,12.415,0.000
13,5,7,1.655,11.785,2,11.897,0.000
13,5,8,1.655,11.785,2,11.186,0.000
13,5,9,1.655,11.785,2,7.887,0.000
13,5,10,1.655,11.785,2,9.868,0.000
13,6,1,1.141,1.576,1,3.145,0.000
13,6,2,1.141,1.576,2,-0.839,0.000
13,6,3,1.141,1.576,1,5.213,0.000
13,6,4,1.141,1.576,1,2.680,0.000
13,6,5,1.141,1.576,1,-1.872,0.000
13,6,6,1.141,1.576,1,0.691,0.000
13,6,7,1.141,1.576,1,0.676,0.000
13,6,8,1.141,1.576,1,2.240,0.000
13,6,9,1.141,1.576,1,0.332,0.000
13,6,10,1.141,1.576,1,-0.920,0.000
13,7,1,10.082,-2.492,1,9.919,0.000
13,7,2,10.082,-2.492,1,18.354,0.000
13,7,3,10.082,-2.492,1,9.885,0.000
13,7,4,10.082,-2.492,1,6.276,0.000
13,7,5,10.082,-2.492,1,16.354,0.000
13,7,6,10.082,-2.492,1,4.945,0.000
13,7,7,10.082,-2.492,1,8.107,0.000
13,7,8,10.082,-2.492,1,6.506,0.000
13,7,9,10.082,-2.492,1,7.415,0.000
13,7,10,10.082,-2.492,1,9.651,0.000
13,8,1,-5.544,-1.404,1,-5.890,0.000
13,8,2,-5.544,-1.404,2,-7.680,0.000
13,8,3,-5.544,-1.404,1,-4.941,0.000
13,8,4,-5.544,-1.404,1,-8.845,0.000
13,8,5,-5.544,-1.404,1,-7.980,0.000
13,8,6,-5.544,-1.404,1,-5.797,0.000
13,8,7,-5.544,-1.404,1,-6.844,0.000
13,8,8,-5.544,-1.404,1,-11.229,0.000
13,8,9,-5.544,-1.404,1,-2.945,0.000
13,8,10,-5.544,-1.404,1,-6.617,0.000
13,9,1,-4.243,-10.568,1,1.447,0.000
13,9,2,-4.243,-10.568,2,-10.317,0.000
13,9,3,-4.243,-10.568,1,-3.565,0.000
13,9,4,-4.243,-10.568,1,-8.538,0.000
13,9,5,-4.243,-10.568,1,-0.738,0.000
13,9,6,-4.243,-10.568,1,-1.877,0.000
13,9,7,-4.243,-10.568,1,-6.161,0.000
13,9,8,-4.243,-10.568,1,-0.121,0.000
13,9,9,-4.243,-10.568,1,-2.952,0.000
13,9,10,-4.243,-10.568,1,-3.888,0.000
13,10,1,5.243,-3.863,1,3.557,0.000
13,10,2,5.243,-3.863,2,-1.396,0.000
13,10,3,5.243,-3.863,1,7.005,0.000
13,10,4,5.243,-3.863,1,9.011,0.000
13,10,5,5.243,-3.863,1,7.974,0.000
13,10,6,5.243,-3.863,1,3.709,0.000
13,10,7,5.243,-3.863,1,10.355,0.000
13,10,8,5.243,-3.863,1,8.467,0.000
13,10,9,5.243,-3.863,1,-1.971,0.000
13,10,10,5.243,-3.863,1,7.398,0.000
13,11,1,-4.800,-20.832,1,-4.562,0.000
13,11,2,-4.800,-20.832,2,-23.352,0.000
13,11,3,-4.800,-20.832,1,-9.689,0.000
13,11,4,-4.800,-20.832,1,-10.839,0.000
13,11,5,-4.800,-20.832,1,-3.207,0.000
13,11,6,-4.800,-20.832,1,0.619,0.000
13,11,7,-4.800,-20.832,1,-2.991,0.000
13,11,8,-4.800,-20.832,1,-0.063,0.000
13,11,9,-4.800,-20.832,1,-2.126,0.000
13,11,10,-4.800,-20.832,1,-8.434,0.000
13,12,1,-16.164,-1.280,1,-15.007,0.000
13,12,2,-16.164,-1.280,2,2.476,0.000
13,12,3,-16.164,-1.280,2,-2.940,0.000
13,12,4,-16.164,-1.280,2,1.704,0.000
13,12,5,-16.164,-1.280,2,-5.434,0.000
13,12,6,-16.164,-1.280,2,2.380,0.000
13,12,7,-16.164,-1.280,2,-5.864,0.000
13,12,8,-16.164,-1.280,2,-0.516,0.000
13,12,9,-16.164,-1.280,2,-1.964,0.000
13,12,10,-16.164,-1.280,2,2.970,0.000
13,13,1,-13.257,-4.148,1,-15.645,0.000
13,13,2,-13.257,-4.148,2,-5.869,0.000
13,13,3,-13.257,-4.148,2,-5.602,0.000
13,13,4,-13.257,-4.148,2,-3.913,0.000
13,13,5,-13.257,-4.148,2,0.771,0.000
13,13,6,-13.257,-4.148,2,-11.489,0.000
13,13,7,-13.257,-4.148,2,-1.222,0.000
13,13,8,-13.257,-4.148,2,-7.243,0.000
13,13,9,-13.257,-4.148,2,-3.480,0.000
13,13,10,-13.257,-4.148,2,-5.753,0.000
13,14,1,6.532,-12.254,1,7.179,0.000
13,14,2,6.532,-12.254,1,9.266,0.000
13,14,3,6.532,-12.254,1,5.886,0.000
13,14,4,6.532,-12.254,2,-12.452,0.000
13,14,5,6.532,-12.254,1,0.678,0.000
13,14,6,6.532,-12.254,1,5.293,0.000
13,14,7,6.532,-12.254,1,8.779,0.000
13,14,8,6.532,-12.254,1,13.189,0.000
13,14,9,6.532,-12.254,1,14.241,0.000
13,14,10,6.532,-12.254,1,6.831,0.000
13,15,1,-6.261,18.155,1,-11.441,0.000
13,15,2,-6.261,18.155,2,17.117,0.000
13,15,3,-6.261,18.155,2,16.701,0.000
13,15,4,-6.261,18.155,2,16.540,0.000
13,15,5,-6.261,18.155,2,15.949,0.000
13,15,6,-6.261,18.155,2,15.471,0.000
13,15,7,-6.261,18.155,2,20.825,0.000
13,15,8,-6.261,18.155,2,23.234,0.000
13,15,9,-6.261,18.155,2,20.455,0.000
13,15,10,-6.261,18.155,2,21.966,0.000
13,16,1,6.734,-16.843,1,7.940,0.000
13,16,2,6.734,-16.843,1,12.014,0.000
13,16,3,6.734,-16.843,1,6.616,0.000
13,16,4,6.734,-16.843,1,6.902,0.000
13,16,5,6.734,-16.843,1,8.007,0.000
13,16,6,6.734,-16.843,1,5.091,0.000
13,16,7,6.734,-16.843,1,10.420,0.000
13,16,8,6.734,-16.843,1,2.895,0.000
13,16,9,6.734,-16.843,1,1.114,0.000
13,16,10,6.734,-16.843,1,6.811,0.000
13,17,1,-17.924,7.188,1,-18.680,0.000
13,17,2,-17.924,7.188,2,11.375,0.000
13,17,3,-17.924,7.188,2,8.418,0.000
13,17,4,-17.924,7.188,2,0.819,0.000
13,17,5,-17.924,7.188,2,0.848,0.000
13,17,6,-17.924,7.188,2,9.464,0.000
13,17,7,-17.924,7.188,2,8.487,0.000
13,17,8,-17.924,7.188,2,14.515,0.000
13,17,9,-17.924,7.188,2,5.705,0.000
13,17,10,-17.924,7.188,2,6.328,0.000
13,18,1,8.185,-2.369,1,11.368,0.000
13,18,2,8.185,-2.369,1,13.466,0.000
13,18,3,8.185,-2.369,1,5.939,0.000
13,18,4,8.185,-2.369,1,7.086,0.000
13,18,5,8.185,-2.369,1,11.698,0.000
13,18,6,8.185,-2.369,1,9.869,0.000
13,18,7,8.185,-2.369,1,12.313,0.000
13,18,8,8.185,-2.369,1,9.398,0.000
13,18,9,8.185,-2.369,1,13.130,0.000
13,18,10,8.185,-2.369,1,8.020,0.000
13,19,1,-3.832,7.203,1,-8.675,0.000
13,19,2,-3.832,7.203,2,13.370,0.000
13,19,3,-3.832,7.203,2,3.257,0.000
13,19,4,-3.832,7.203,2,8.048,0.000
13,19,5,-3.832,7.203,2,6.588,0.000
13,19,6,-3.832,7.203,2,11.238,0.000
13,19,7,-3.832,7.203,2,12.453,0.000
13,19,8,-3.832,7.203,2,0.195,0.000
13,19,9,-3.832,7.203,2,6.827,0.000
13,19,10,-3.832,7.203,2,7.409,0.000
13,20,1,-1.804,6.167,1,-1.908,0.000
13,20,2,-1.804,6.167,2,11.385,0.000
13,20,3,-1.804,6.167,2,8.457,0.000
13,20,4,-1.804,6.167,2,3.754,0.000
